DrugBank ID	Accession Numbers	Common name	CAS	UNII	Synonyms	InChI Key	Canonical_SMILES
DB00157	DB01907 | DB03527 | EXPT02287 | NUTR00041	NADH	58-68-4	4J24DQ0916	1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide	BOPGDPNILDQYTO-NNYOXOHSSA-N	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
DB00158	NUTR00025	Folic acid	59-30-3	935E97BOY8	Acide folique | ácido fólico | Acidum folicum | Folacin | Folate | Folic acid | Folsäure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-pteroyl-L-glutamic acid | PGA | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B9 | Vitamin Bc | Vitamin M	OVBPIULPVIDEAO-LBPRGKRZSA-N	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
DB00159	NUTR00024	Icosapent	10417-94-4	AAN7QOV9EA	(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid	JAZBEHYOTPTENJ-JLNKQSITSA-N	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
DB00160	NUTR00013	Alanine	56-41-7	OF5P57N2ZX	(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanina | Alanine | Alaninum | L-2-Aminopropionic acid | L-Alanin | L-alanine | L-alpha-Alanine | L-α-alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N	CC(C(=O)O)N
DB00161	NUTR00060	Valine	72-18-4	HG18B9YRS7	(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | L-valin | L-valine | Val | Valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)C(C(=O)O)N
DB00162	APRD00486 | NUTR00007	Vitamin A	68-26-8	G2SH0XKK91	(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Retinolum | Vitamin A1	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
DB00163	EXPT03227 | NUTR00061	Vitamin E	59-02-9	N9PR3490H9	(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
DB00165	APRD00204 | NUTR00002	Pyridoxine	65-23-6	KV2JZ1BI6Z	2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-hydroxy-4,5-dimethylol-α-picoline | 5-hydroxy-6-methyl-3,4-pyridinedimethanol | Piridoxina | Pyridoxine | Pyridoxinum | Pyridoxol | Vitamin B6	LXNHXLLTXMVWPM-UHFFFAOYSA-N	CC1=NC=C(C(=C1O)CO)CO
DB00166	NUTR00035	Lipoic acid	1200-22-2	VLL71EBS9Z	(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | Alpha lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | D-thioctic acid | Lipoic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid | Thioctic acid D-form | α-lipoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N	C1CSSC1CCCCC(=O)O
DB00167	NUTR00031	Isoleucine	73-32-5	04Y7590D77	(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | Ile | Isoleucina | Isoleucine | Isoleucinum | L-Isoleucine | α-amino-β-methylvaleric acid	AGPKZVBTJJNPAG-WHFBIAKZSA-N	CCC(C)C(C(=O)O)N
DB00168	NUTR00046	Aspartame	22839-47-0	Z0H242BBR1	1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester	IAOZJIPTCAWIRG-QWRGUYRKSA-N	COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N
DB00169	APRD00506 | NUTR00008	Cholecalciferol	67-97-0	1C6V77QF41	(+)-vitamin D3 | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Cholecalciferol | Cholecalciferolum | Colecalciferol | Colecalciferolum | Oleovitamin D3 | Vitamin D-3 | Vitamin D3	QYSXJUFSXHHAJI-YRZJJWOYSA-N	CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
DB00170	NUTR00062	Menadione	58-27-5	723JX6CXY5	2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Vitamin K 3 | Vitamin K3	MJVAVZPDRWSRRC-UHFFFAOYSA-N	CC1=CC(=O)C2=CC=CC=C2C1=O
DB00171	EXPT00007 | NUTR00017	ATP	56-65-5	8L70Q75FXE	Adenosine 5'-triphosphate | Adenosine triphosphate | Adenosine-5'-triphosphate | ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
DB00172	NUTR00047	Proline	147-85-3	9DLQ4CIU6V	(-)-2-Pyrrolidinecarboxylic acid | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(−)-proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-Proline | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | Proline | Prolinum	ONIBWKKTOPOVIA-BYPYZUCNSA-N	C1CC(NC1)C(=O)O
DB00173	EXPT00520 | NUTR00012	Adenine	73-24-5	JAC85A2161	6-Aminopurine | Adenin | Vitamin B4	GFFGJBXGBJISGV-UHFFFAOYSA-N	C1=NC2=NC=NC(=C2N1)N
DB00174	NUTR00015	Asparagine	70-47-3	5Z33R5TKO7	(2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | α-aminosuccinamic acid	DCXYFEDJOCDNAF-REOHCLBHSA-N	C(C(C(=O)O)N)C(=O)N
DB00175	APRD00328	Pravastatin	81093-37-0	KXO2KT9N0G	(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum	TUZYXOIXSAXUGO-PZAWKZKUSA-N	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
DB00176	APRD00425	Fluvoxamine	54739-18-3	O4L1XPO44W	Fluvoxamina | Fluvoxamine | Fluvoxaminum	CJOFXWAVKWHTFT-XSFVSMFZSA-N	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
DB00177	APRD00133	Valsartan	137862-53-4	80M03YXJ7I	(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine | Valsartan	ACWBQPMHZXGDFX-QFIPXVFZSA-N	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
DB00178	APRD00009	Ramipril	87333-19-5	L35JN3I7SJ	(2S-(1(R*(R*)),2alpha,3abeta,6abeta))-1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Ramipril | Ramiprilum	HDACQVRGBOVJII-JBDAPHQKSA-N	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
DB00179	APRD01084 | DB05900	Masoprocol	27686-84-6	7BO8G1BYQU	erythro-nordihydroguaiaretic acid | masoprocol | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan | Nordihydroguaiaretic acid	HCZKYJDFEPMADG-TXEJJXNPSA-N	CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
DB00180	APRD00976	Flunisolide	3385-03-3	78M02AA8KF	Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum	XSFJVAJPIHIPKU-XWCQMRHXSA-N	CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
DB00181	APRD00551	Baclofen	1134-47-0	H789N3FKE8	(+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofen | Baclofène | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-p-chlorohydrocinnamic acid | beta-(p-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-p-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(p-chlorophenyl)butyric acid	KPYSYYIEGFHWSV-UHFFFAOYSA-N	C1=CC(=CC=C1C(CC(=O)O)CN)Cl
DB00182	APRD00480	Amphetamine	300-62-9	CK833KGX7E	(+-)-alpha-Methylphenylethylamine | 1-phenyl-2-aminopropane | alpha-Methylbenzeneethaneamine | Amfetamina | Amfetamine | Amfetaminum | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | Desoxynorephedrine | rac-(2R)-1-phenylpropan-2-amine | rac-amphetamine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine	KWTSXDURSIMDCE-UHFFFAOYSA-N	CC(CC1=CC=CC=C1)N
DB00183	APRD01172	Pentagastrin	5534-95-2	EF0NX91490	Pentagastrin	NEYNJQRKHLUJRU-DZUOILHNSA-N	CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N
DB00184	APRD00200 | DB09463 | DB11303 | EXPT02315	Nicotine	54-11-5	6M3C89ZY6R	(−)-nicotine | (S)-(−)-nicotine | (S)-3-(1-methylpyrrolidin-2-yl)pyridine | (S)-3-(N-methylpyrrolidin-2-yl)pyridine | (S)-Nicotine | 3-(2-(N-methylpyrrolidinyl))pyridine | 3-(N-methylpyrollidino)pyridine | L(−)-nicotine | Nicotina | Nicotine betadex | Nicotine polacrilex | Nikotin | Nikotyna	SNICXCGAKADSCV-JTQLQIEISA-N	CN1CCCC1C2=CN=CC=C2
DB00185	APRD00224	Cevimeline	107233-08-9	K9V0CDQ56E	2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cévimèline | Cevimeline | Cevimelinum	WUTYZMFRCNBCHQ-LHIURRSHSA-N	CC1OC2(CN3CCC2CC3)CS1
DB00186	APRD00116	Lorazepam	846-49-1	O26FZP769L	Loracepam | Lorazepam | o-Chlorooxazepam | o-Chloroxazepam	DIWRORZWFLOCLC-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
DB00187	APRD00954	Esmolol	81147-92-4	MDY902UXSR	(±)-esmolol | (±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate | 3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester | Esmolol | Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate | methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate	AQNDDEOPVVGCPG-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
DB00188	APRD00828 | DB07475	Bortezomib	179324-69-7	69G8BD63PP	[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid | Bortezomib | N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide	GXJABQQUPOEUTA-RDJZCZTQSA-N	B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
DB00189	APRD00958	Ethchlorvynol	113-18-8	6EIM3851UZ	1-chloro-3-ethyl-1-penten-4-yn-3-ol | 1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol | 3-(beta-chlorovinyl)-1-pentyn-3-ol | 3-(β-chlorovinyl)-1-pentyn-3-ol | etclorvinol | Ethchlorvynol | ethyl β-chlorovinyl ethynyl carbinol | β-chlorovinyl ethyl ethynyl carbinol	ZEHYJZXQEQOSON-AATRIKPKSA-N	CCC(C=CCl)(C#C)O
DB00190	APRD00160	Carbidopa	28860-95-9	KR87B45RGH	(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate | (S)-(−)-carbidopa | (S)-carbidopa | (αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid | Carbidopa | Carbidopa (anhydrous) | Carbidopa anhydrous | Carbidopum | L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid | L-α-methyldopahydrazine	TZFNLOMSOLWIDK-JTQLQIEISA-N	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
DB00191	APRD00093	Phentermine	122-09-8	C045TQL4WP	alpha,alpha-Dimethylphenethylamine | Fentermina | Phentermine | Phentermine resin | Phenterminum	DHHVAGZRUROJKS-UHFFFAOYSA-N	CC(C)(CC1=CC=CC=C1)N
DB00192	APRD01032	Indecainide	74517-78-5	3AZF20DM1T	Indecainida | Indecainide | Indecainidum	UCEWGESNIULAGX-UHFFFAOYSA-N	CC(C)NCCCC1(C2=CC=CC=C2C3=CC=CC=C31)C(=O)N
DB00193	APRD00028	Tramadol	27203-92-5	0NG5TTM63P	Tramadol | Tramadolum	TVYLLZQTGLZFBW-ZBFHGGJFSA-N	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
DB00194	APRD00333 | EXPT02753	Vidarabine	24356-66-9	3XQD2MEW34	9-beta-D-arabinofuranosyl-9H-purin-6-amine | 9-beta-D-arabinofuranosyl-adenine | 9-beta-D-Arabinofuranosyladenine | 9-β-D-arabinofuranosyl-9H-purin-6-amine | 9-β-D-arabinofuranosyladenine | Spongoadenosine | Vidarabine | Vidarabinum	OIRDTQYFTABQOQ-UHTZMRCNSA-N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
DB00195	APRD00245	Betaxolol	63659-18-7	O0ZR1R6RZ2	1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol | 1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol | Betaxolol | Bétaxolol | Betaxololum	NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
DB00196	APRD00327	Fluconazole	86386-73-4	8VZV102JFY	Diflucan | Difluconazole | Fluconazol | Fluconazole | Fluconazolum | Triflucan	RFHAOTPXVQNOHP-UHFFFAOYSA-N	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
DB00197	APRD00488	Troglitazone	97322-87-7	I66ZZ0ZN0E	Troglitazona | Troglitazone	GXPHKUHSUJUWKP-UHFFFAOYSA-N	CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
DB00198	APRD01148	Oseltamivir	196618-13-0	20O93L6F9H	(−)-oseltamivir | 1-Cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))- | Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate | Oseltamivir | Oséltamivir | Oseltamivirum	VSZGPKBBMSAYNT-RRFJBIMHSA-N	CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
DB00199	APRD00953	Erythromycin	114-07-8	63937KV33D	3''-O-demethylerythromycin | Abomacetin | Eritromicina | Erythromycin | Erythromycin A | Erythromycin C | érythromycine | Erythromycinum	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
DB00200	APRD01022	Hydroxocobalamin	13422-51-0	Q40X8H422O	Hydroxocobalamin | Hydroxocobalamin anhydrous | Hydroxocobalamine | Hydroxocobalaminum anhydrous | Hydroxycobalamin | OH-Cbl | Vitamin B-12b	YOZNUFWCRFCGIH-WZHZPDAFSA-K	CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3]
DB00201	APRD00673	Caffeine	58-08-2	3G6A5W338E	1-methyltheobromine | 1,3,7-trimethyl-2,6-dioxopurine | 1,3,7-trimethylpurine-2,6-dione | 1,3,7-trimethylxanthine | 3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion | 7-methyltheophylline | Anhydrous caffeine | Cafeína | Caféine | Caffeinum | Coffein | Coffeinum | Guaranine | Koffein | Mateína | Methyltheobromine | Teína | Thein | Theine	RYYVLZVUVIJVGH-UHFFFAOYSA-N	CN1C=NC2=C1C(=O)N(C(=O)N2C)C
DB00202	APRD00159	Succinylcholine	306-40-1	J2R869A8YF	2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium) | Dicholine succinate | Succinocholine | Succinoylcholine | Succinylbischoline | Succinyldicholine | Suxamethonium	AXOIZCJOOAYSMI-UHFFFAOYSA-N	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
DB00203	APRD00556	Sildenafil	139755-83-2	3M7OB98Y7H	1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine | Sildenafil | Sildenafilo	BNRNXUUZRGQAQC-UHFFFAOYSA-N	CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
DB00204	APRD00367	Dofetilide	115256-11-6	R4Z9X1N2ND	beta-((p-Methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide | Dofetilida | Dofetilide | Dofetilidum	IXTMWRCNAAVVAI-UHFFFAOYSA-N	CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
DB00205	APRD00599	Pyrimethamine	58-14-0	Z3614QOX8W	2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine | 5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine | CD | Chloridine | Chloridyn | Diaminopyritamin | Ethylpyrimidine | Pirimetamina | Primethamine | Pyrimethamine | Pyriméthamine | Pyrimethaminum	WKSAUQYGYAYLPV-UHFFFAOYSA-N	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
DB00206	APRD00472	Reserpine	50-55-5	8B1QWR724A	(−)-reserpine | (3beta,16beta,17alpha,18beta,20alpha)-11,17-Dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester | 3,4,5-trimethoxybenzoyl methyl reserpate | Reserpin | Reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DB00207	APRD00397	Azithromycin	83905-01-5	J2KLZ20U1M	Azithromycin | Azithromycine | Azithromycinum | Azitromicina	MQTOSJVFKKJCRP-BICOPXKESA-N	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
DB00208	APRD01257	Ticlopidine	55142-85-3	OM90ZUW7M1	Ticlopidina | Ticlopidine | Ticlopidinum	PHWBOXQYWZNQIN-UHFFFAOYSA-N	C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
DB00209	APRD00393	Trospium	47608-32-2	T4Y8ORK057		OYYDSUSKLWTMMQ-JKHIJQBDSA-N	
DB00210	APRD00780	Adapalene	106685-40-9	1L4806J2QF	6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid | Adapalene | Adapalène | Adapaleno | Adapalenum	LZCDAPDGXCYOEH-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
DB00211	APRD01116	Midodrine	42794-76-3	6YE7PBM15H	(±)-2-amino-N-(β-hydroxy-2,5-dimethoxyphenethyl)acetamide | 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol | 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide | DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid | Midodrin | Midodrina | Midodrine | Midodrinum	PTKSEFOSCHHMPD-UHFFFAOYSA-N	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
DB00212	APRD00163	Remikiren	126222-34-2	LC7FBL96A4	Remikiren	UXIGZRQVLGFTOU-VQXQMPIVSA-N	CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O
DB00213	APRD00073	Pantoprazole	102625-70-7	D8TST4O562	Pantoprazol | Pantoprazole | Pantoprazolum	IQPSEEYGBUAQFF-UHFFFAOYSA-N	COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
DB00214	APRD00217 | APRD00295	Torasemide	56211-40-6	W31X2H97FB	1-Isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea | N-(((1-Methylethyl)amino)carbonyl)-4-((3-methylphenyl)amino)-3-pyridinesulfonamide | Torasemida | Torasemide | Torasémide | Torasemidum | Torsemide	NGBFQHCMQULJNZ-UHFFFAOYSA-N	CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
DB00215	APRD00147	Citalopram	59729-33-8	0DHU5B8D6V	Citalopram | Citalopramum | Nitalapram 	WSEQXVZVJXJVFP-UHFFFAOYSA-N	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
DB00216	APRD00945	Eletriptan	143322-58-1	22QOO9B8KI	Eletriptan | élétriptan | Eletriptán | Eletriptanum	PWVXXGRKLHYWKM-LJQANCHMSA-N	CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
DB00217	APRD00825	Bethanidine	55-73-2	W8S3YM7AUU	Betanidina | Betanidine | Bétanidine | Betanidinum | Bethanidine | N,N'-dimethyl-N''-(phenylmethyl)-guanidine	NIVZHWNOUVJHKV-UHFFFAOYSA-N	CNC(=NC)NCC1=CC=CC=C1
